gid,seas,wk,day,v,h,stad,temp,humd,wspd,wdir,cond,surf,ou,sprv,ptsv,ptsh
442,2001,13,SUN,SD,PHI,Veterans Stadium,43,82,10,NW,Mostly Cloudy,AstroTurf,37,7,14,24
443,2001,13,SUN,NYJ,PIT,Heinz Field,41,75,8,N,Partly Cloudy,Grass,34.5,3.5,7,18
444,2001,13,SUN,SF,STL,Edward Jones Dome,,,,,Dome,AstroTurf,55.5,7,14,27
445,2001,13,SUN,DET,TB,Raymond James Stadium,83,68,8,E,Chance Rain,Grass,37,7.5,12,15
446,2001,13,SN,SEA,DEN,Invesco Field at Mile High,38,38,3,E,Mostly Cloudy,Grass,40.5,6.5,7,20
447,2001,13,MN,IND,MIA,Pro Player Stadium,74,78,6,SE,Clear,Grass,46,4.5,6,41
448,2001,14,SAT,ARI,NYG,Giants Stadium,46,47,18,N,Partly Cloudy,Grass,37,6,13,17
449,2001,14,SAT,OAK,SD,Qualcomm Stadium,62,71,8,WSW,Sunny,Grass,46.5,-3.5,13,6
450,2001,14,SUN,NE,BUF,Ralph Wilson Stadium,34,89,13,E,Partly Sunny,AstroTurf,40,-4,12,9
451,2001,14,SUN,TB,CHI,Soldier Field,45,93,10,S,Light Rain,Grass,32,1.5,3,27
452,2001,14,SUN,JAC,CLE,Cleveland Browns Stadium,44,67,12,SSE,Cloudy,Grass,36.5,2,15,10
453,2001,14,SUN,MIN,DET,Pontiac Silverdome,76,,,,Dome,AstroTurf,46.5,-3,24,27
454,2001,14,SUN,ATL,IND,RCA Dome,72,,,,Dome,AstroTurf,46.5,4,27,41
455,2001,14,SUN,DEN,KC,Arrowhead Stadium,49,96,0,CALM,Light Rain,Grass,37.5,1,23,26
456,2001,14,SUN,CIN,NYJ,The Meadowlands,40,45,12,NE,Partly Sunny,Grass,34.5,8.5,14,15
457,2001,14,SUN,MIA,SF,3COM Park,52,74,0,CALM,Mostly Cloudy,Grass,43.5,4,0,21
458,2001,14,SUN,DAL,SEA,Husky Stadium,46,100,20,SE,Rain,FieldTurf,33.5,5.5,3,29
459,2001,14,SUN,GB,TEN,Adelphia Coliseum,62,62,17,S,Cloudy,Grass,43.5,-3,20,26
460,2001,14,SUN,PHI,WAS,FedEx Field,46,46,0,CALM,Partly Cloudy,Grass,34,-3,20,6
461,2001,14,SN,PIT,BAL,Ravens Stadium,42,,4,SE,Cloudy,Grass,33,-3,26,21
462,2001,14,MN,STL,NO,Louisiana Superdome,64,,,,Dome,AstroTurf,51,-6.5,34,21
463,2001,15,SAT,MIA,NE,Foxboro Stadium,36,,14,NW,Sunny,Grass,36,3,13,20
464,2001,15,SAT,TEN,OAK,Network Associates Coliseum,52,83,6,SE,Light Rain,Grass,45,5.5,13,10
465,2001,15,SAT,PHI,SF,3COM Park,51,96,8,E,Partly Cloudy,Grass,38,3,3,13
466,2001,15,SUN,DAL,ARI,Sun Devil Stadium,58,33,5,VAR,Partly Cloudy,Grass,37.5,3,10,17
467,2001,15,SUN,BUF,ATL,Georgia Dome,,,,,Dome,AstroTurf,42,3,30,33
468,2001,15,SUN,CIN,BAL,Ravens Stadium,46,,0,CALM,Chance Rain,Grass,33.5,10.5,0,16
469,2001,15,SUN,STL,CAR,Ericsson Stadium,51,72,10,SE,Cloudy,Grass,45,-12.5,38,32
470,2001,15,SUN,CLE,GB,Lambeau Field,24,71,15,SW,Light Snow,Grass,35,7.5,7,30
471,2001,15,SUN,SD,KC,Arrowhead Stadium,28,51,15,NW,Cloudy,Grass,38.5,3,17,20
472,2001,15,SUN,JAC,MIN,Metrodome,68,,,,Dome,AstroTurf,45,3,33,3
473,2001,15,SUN,SEA,NYG,Giants Stadium,43,47,7,S,Partly Cloudy,Grass,34,3,24,27
474,2001,15,SUN,DET,PIT,Heinz Field,45,76,13,S,Light Rain,Grass,35,10,14,47
475,2001,15,SUN,NO,TB,Raymond James Stadium,74,64,9,SE,Partly Cloudy,Grass,38,2.5,21,48
476,2001,15,SUN,CHI,WAS,FedEx Field,51,43,14,SW,Partly Sunny,Grass,33,0,20,15
477,2001,15,SN,NYJ,IND,RCA Dome,70,,,,Dome,AstroTurf,48,1,29,28
478,2001,16,SAT,BAL,TB,Raymond James Stadium,65,81,5,SW,Partly Cloudy,Grass,34,2.5,10,22
479,2001,16,SUN,ARI,CAR,Ericsson Stadium,42,32,7,W,Sunny,Grass,34,2.5,30,7
480,2001,16,SUN,PIT,CIN,Paul Brown Stadium,20,59,10,SW,Mostly Cloudy,Grass,34,-8,23,26
481,2001,16,SUN,SF,DAL,Texas Stadium,35,49,5,N,Cloudy,AstroTurf,39.5,-6,21,27
482,2001,16,SUN,OAK,DEN,Invesco Field at Mile High,24,62,3,SE,Cloudy,Grass,41,1,17,23
483,2001,16,SUN,CHI,DET,Pontiac Silverdome,72,,,,Dome,AstroTurf,37.5,-5.5,24,0
484,2001,16,SUN,MIN,GB,Lambeau Field,19,62,14,WNW,Partly Cloudy,Grass,36,13,13,24
485,2001,16,SUN,KC,JAC,Alltel Stadium,53,,8,NW,Clear,Grass,41,4.5,30,26
486,2001,16,SUN,ATL,MIA,Pro Player Stadium,75,57,5,N,Mostly Cloudy,Grass,38.5,7,14,21
487,2001,16,SUN,BUF,NYJ,The Meadowlands,32,25,20,WNW,Sunny,Grass,37,7,14,9
488,2001,16,SUN,NYG,PHI,Veterans Stadium,31,28,16,W,Sunny,AstroTurf,34,5,21,24
489,2001,16,SUN,SEA,SD,Qualcomm Stadium,63,53,8,WSW,Partly Cloudy,Grass,38,2,25,22
490,2001,16,SUN,IND,STL,Edward Jones Dome,,,,,Dome,AstroTurf,58.5,12,17,42
491,2001,16,SUN,CLE,TEN,Adelphia Coliseum,28,43,6,N,Sunny,Grass,37,6,41,38
492,2001,16,SN,WAS,NO,Louisiana Superdome,48,,,,Dome,AstroTurf,39.5,5,40,10
493,2001,17,SUN,NE,CAR,Ericsson Stadium,36,100,3,NE,Light Rain,Grass,35.5,-6.5,38,6
494,2001,17,SUN,JAC,CHI,Soldier Field,37,78,14,NW,Mostly Cloudy,Grass,34,4.5,13,33
495,2001,17,SUN,DAL,DET,Pontiac Silverdome,69,,,,Dome,AstroTurf,36,-3,10,15
496,2001,17,SUN,DEN,IND,RCA Dome,,,,,Dome,AstroTurf,51.5,2,10,29
497,2001,17,SUN,BUF,MIA,Pro Player Stadium,67,93,14,W,Cloudy,Grass,35.5,5.5,7,34
498,2001,17,SUN,SF,NO,Louisiana Superdome,46,,,,Dome,AstroTurf,46,-2.5,38,0
499,2001,17,SUN,GB,NYG,Giants Stadium,37,48,5,E,Cloudy,Grass,37.5,-3,34,25
500,2001,17,SUN,NYJ,OAK,Network Associates Coliseum,55,86,3,NW,Partly Cloudy,Grass,40.5,3.5,24,22
501,2001,17,SUN,CLE,PIT,Heinz Field,31,100,5,VAR,Light Snow,Grass,34,5.5,7,28
502,2001,17,SUN,KC,SEA,Husky Stadium,49,69,0,CALM,Rain,FieldTurf,39.5,3.5,18,21
503,2001,17,SUN,ATL,STL,Edward Jones Dome,,,,,Dome,AstroTurf,47.5,15.5,13,31
504,2001,17,SUN,CIN,TEN,Adelphia Coliseum,37,93,8,W,Cloudy,Grass,39.5,5.5,23,21
505,2001,17,SUN,ARI,WAS,FedEx Field,40,59,8,NE,Rain,Grass,35.5,4,17,20
506,2001,17,SN,PHI,TB,Raymond James Stadium,60,70,15,W,Chance Rain,Grass,33,4,17,13
507,2001,17,MN,MIN,BAL,Ravens Stadium,36,83,11,WNW,,Grass,37,12.5,3,19
508,2001,18,SAT,NYJ,OAK,Network Associates Coliseum,53,60,8,NW,Clear,Grass,42,5.5,24,38
509,2001,18,SAT,TB,PHI,Veterans Stadium,46,55,10,SSW,Clear,AstroTurf,33,3.5,9,31
510,2001,18,SUN,SF,GB,Lambeau Field,28,78,4,SE,Sunny,Grass,43,4,15,25
511,2001,18,SUN,BAL,MIA,Pro Player Stadium,73,68,8,NE,Partly Sunny,Grass,31.5,3,20,3
512,2001,19,SAT,PHI,CHI,Soldier Field,31,55,8,W,Flurries,Grass,31,3,33,19
513,2001,19,SAT,OAK,NE,Foxboro Stadium,25,100,3,NE,Snow,Grass,37.5,3,13,16
514,2001,19,SUN,BAL,PIT,Heinz Field,21,70,10,SW,Mostly Cloudy,Grass,33,5.5,10,27
515,2001,19,SUN,GB,STL,Edward Jones Dome,,,,,Dome,AstroTurf,55.5,11.5,17,45
516,2001,20,SUN,NE,PIT,Heinz Field,50,50,16,SW,Partly Sunny,Grass,37.5,10,24,17
517,2001,20,SUN,PHI,STL,Edward Jones Dome,,,,,Dome,AstroTurf,48,10.5,24,29
518,2001,21,SB,STL,NE,Louisiana Superdome,56,,,,Dome,AstroTurf,53,-14,17,20
519,2002,1,THU,SF,NYG,Giants Stadium,73,49,7,N,Fair,Grass,38.5,-3.5,16,13
520,2002,1,SUN,NYJ,BUF,Ralph Wilson Stadium,86,75,6,SW,Mostly Sunny,AstroTurf,40.5,-3,37,31
521,2002,1,SUN,BAL,CAR,Ericsson Stadium,78,59,12,N,Partly Cloudy,Grass,33.5,-2,7,10
522,2002,1,SUN,MIN,CHI,Memorial Stadium,85,,3,NW,Partly Cloudy,AstroPlay,40.5,4.5,23,27
523,2002,1,SUN,SD,CIN,Paul Brown Stadium,90,60,7,N,Fair,Grass,37.5,2.5,34,6
524,2002,1,SUN,KC,CLE,Cleveland Browns Stadium,86,48,3,VAR,Sunny,Grass,36,2,40,39
525,2002,1,SUN,STL,DEN,Invesco Field at Mile High,83,33,4,E,Mostly Cloudy,Grass,52,-3,16,23
526,2002,1,SUN,ATL,GB,Lambeau Field,83,64,9,SW,Sunny,Grass,42.5,7,34,37
527,2002,1,SUN,IND,JAC,Alltel Stadium,85,,16,E,Chance Rain,Grass,43.5,-3.5,28,25
528,2002,1,SUN,DET,MIA,Pro Player Stadium,87,69,12,E,Mostly Sunny,Grass,35.5,8,21,49
529,2002,1,SUN,SEA,OAK,Network Associates Coliseum,70,47,7,W,Sunny,Grass,41,7,17,31
530,2002,1,SUN,NO,TB,Raymond James Stadium,90,57,6,E,Rain,Grass,37.5,5.5,26,20
531,2002,1,SUN,PHI,TEN,Adelphia Coliseum,83,60,,,Hazy,Grass,37,1,24,27
532,2002,1,SUN,ARI,WAS,FedEx Field,76,71,5,E,Sunny,Grass,43.5,7,23,31
533,2002,1,SN,DAL,HOU,Reliant Stadium,,,,,Closed Roof,Grass,33.5,-8,10,19
534,2002,1,MN,PIT,NE,Gillette Stadium,86,47,10,SE,Hazy,Grass,37,-2.5,14,30
535,2002,2,SUN,CHI,ATL,Georgia Dome,,,,,Dome,AstroTurf,44.5,3,14,13
536,2002,2,SUN,TB,BAL,Ravens Stadium,78,76,,,Rain,Grass,33,-3.5,25,0
537,2002,2,SUN,DET,CAR,Ericsson Stadium,72,97,7,SE,Light Rain,Grass,37,3,7,31
538,2002,2,SUN,CIN,CLE,Cleveland Browns Stadium,72,68,9,SW,Cloudy,Grass,39,4,7,20
539,2002,2,SUN,TEN,DAL,Texas Stadium,81,62,,,Chance Rain,AstroTurf,37,-3,13,21
540,2002,2,SUN,MIA,IND,RCA Dome,,,,,Dome,AstroTurf,46.5,2,21,13
541,2002,2,SUN,JAC,KC,Arrowhead Stadium,66,75,7,NW,Clear,Grass,44.5,4,23,16
542,2002,2,SUN,BUF,MIN,Metrodome,64,,,,Dome,AstroTurf,48,5,45,39
543,2002,2,SUN,GB,NO,Louisiana Superdome,88,,,,Dome,AstroTurf,45.5,-2,20,35
544,2002,2,SUN,NE,NYJ,The Meadowlands,78,84,7,SW,Hazy,Grass,42,1.5,44,7
545,2002,2,SUN,HOU,SD,Qualcomm Stadium,74,78,8,WSW,Sunny,Grass,33.5,12.5,3,24
546,2002,2,SUN,DEN,SF,3COM Park,67,,11,W,Partly Cloudy,Grass,44,3.5,24,14
547,2002,2,SUN,ARI,SEA,Seahawks Stadium,62,75,8,S,Cloudy,FieldTurf,40,3.5,24,13
548,2002,2,SUN,NYG,STL,Edward Jones Dome,,,,,Dome,AstroTurf,46,12.5,26,21
549,2002,2,SN,OAK,PIT,Heinz Field,70,95,7,SSW,Cloudy,Grass,40,4,30,17
550,2002,2,MN,PHI,WAS,FedEx Field,76,64,8,N,Cloudy,Grass,44.5,-3,37,7
551,2002,3,SUN,SD,ARI,Sun Devil Stadium,100,10,,,Sunny,Grass,39.5,-1.5,23,15
552,2002,3,SUN,NO,CHI,Memorial Stadium,53,89,6,ENE,Partly Cloudy,AstroTurf,40.5,1,29,23
553,2002,3,SUN,BUF,DEN,Invesco Field at Mile High,59,48,3,W,Sunny,Grass,47.5,9,23,28
554,2002,3,SUN,GB,DET,Ford Field,66,,,,Dome,FieldTurf,45,-8,37,31
555,2002,3,SUN,IND,HOU,Reliant Stadium,81,77,14,N,,Grass,38.5,-11.5,23,3
556,2002,3,SUN,NYJ,MIA,Pro Player Stadium,90,65,12,E,Mostly Sunny,Grass,40.5,6,3,30
557,2002,3,SUN,CAR,MIN,Metrodome,62,,,,Dome,AstroTurf,45,6,21,14
558,2002,3,SUN,KC,NE,Gillette Stadium,80,,20,S,,Grass,43.5,9,38,41
559,2002,3,SUN,SEA,NYG,Giants Stadium,82,49,8,SE,Sunny,Grass,38.5,6,6,9
560,2002,3,SUN,DAL,PHI,Veterans Stadium,82,58,12,S,Partly Cloudy,NeXTurf,36.5,9,13,44
561,2002,3,SUN,WAS,SF,3COM Park,65,81,5,NE,Sunny,Grass,45,9,10,20
562,2002,3,SUN,CLE,TEN,Adelphia Coliseum,72,78,9,N,Cloudy,Grass,38,4,31,28
563,2002,3,SN,CIN,ATL,Georgia Dome,,,,,Dome,AstroTurf,41,7,3,30
564,2002,3,MN,STL,TB,Raymond James Stadium,79,84,6,ESE,Chance Rain,Grass,43,-2,14,26
565,2002,4,SUN,NYG,ARI,Sun Devil Stadium,90,23,13,W,Sunny,Grass,38,-3,7,21
566,2002,4,SUN,CHI,BUF,Ralph Wilson Stadium,66,75,12,SW,Sunny,AstroTurf,44,3,27,33
567,2002,4,SUN,TB,CIN,Paul Brown Stadium,76,52,6,SE,Sunny,Grass,34,-7,35,7
568,2002,4,SUN,NO,DET,Ford Field,68,,,,Dome,FieldTurf,46,-7.5,21,26
569,2002,4,SUN,CAR,GB,Lambeau Field,65,87,5,SE,Chance Rain,Grass,42.5,7,14,17
570,2002,4,SUN,NYJ,JAC,Alltel Stadium,87,62,6,N,Chance Rain,Grass,41.5,3,3,28
571,2002,4,SUN,MIA,KC,Arrowhead Stadium,76,68,10,S,Partly Cloudy,Grass,44,-3,30,48
